"av_wages_year_prev";"av_wages_year";"av_wages_quarter";"calculation_type";"calculation_code";"industry";"average_wages_growth";"average_wages_value_prev";"average_wages_value"
2006;2007;3;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;7.65;15330;16502
2006;2007;3;pøepoètenı;200;Administrativní a podpùrné èinnosti;5.79;14348;15179
2006;2007;3;pøepoètenı;200;Zpracovatelskı prùmysl;7.17;18325;19638
2006;2007;2;pøepoètenı;200;Ostatní èinnosti;6.34;16376;17414
2006;2007;2;pøepoètenı;200;Doprava a skladování;7.94;19176;20699
2006;2007;1;pøepoètenı;200;Tìba a dobıvání;8.84;21339;23225
2006;2007;1;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;10.23;22377;24666
2006;2007;4;pøepoètenı;200;Penìnictví a pojišovnictví;-0.19;40713;40634
2006;2007;3;pøepoètenı;200;Vzdìlávání;7.75;19431;20937
2006;2007;3;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";5.79;18059;19104
2006;2007;2;pøepoètenı;200;Èinnosti v oblasti nemovitostí;8.64;18743;20362
2006;2007;2;pøepoètenı;200;Informaèní a komunikaèní èinnosti;6.54;34879;37159
2006;2007;1;pøepoètenı;200;Stavebnictví;11.58;15647;17459
2006;2007;1;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";6.89;22096;23619
2006;2007;1;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;7.81;26814;28907
2006;2007;1;pøepoètenı;200;Zdravotní a sociální péèe;5.32;18034;18994
2006;2007;4;pøepoètenı;200;Tìba a dobıvání;5.23;28803;30309
2006;2007;4;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;6.07;28482;30211
2006;2007;3;pøepoètenı;200;Ubytování, stravování a pohostinství;5.64;11871;12541
2006;2007;3;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;5.98;16628;17623
2006;2007;3;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";8.44;18161;19693
2006;2007;2;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;7.73;14422;15537
2006;2007;2;pøepoètenı;200;Administrativní a podpùrné èinnosti;6.18;14159;15034
2006;2007;2;pøepoètenı;200;Zpracovatelskı prùmysl;7.51;18442;19827
2006;2007;1;pøepoètenı;200;Ostatní èinnosti;6.04;15515;16452
2006;2007;1;pøepoètenı;200;Doprava a skladování;7.68;17960;19339
2006;2007;4;pøepoètenı;200;Stavebnictví;4.46;19907;20795
2006;2007;4;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";9.00;24876;27115
2006;2007;4;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;8.39;33277;36070
2006;2007;4;pøepoètenı;200;Zdravotní a sociální péèe;6.42;20056;21344
2006;2007;3;pøepoètenı;200;Penìnictví a pojišovnictví;6.57;36439;38832
2006;2007;2;pøepoètenı;200;Vzdìlávání;5.76;19706;20842
2006;2007;2;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";4.32;18822;19635
2006;2007;1;pøepoètenı;200;Èinnosti v oblasti nemovitostí;8.44;18360;19909
2006;2007;1;pøepoètenı;200;Informaèní a komunikaèní èinnosti;6.95;35096;37536
2006;2007;4;pøepoètenı;200;Ostatní èinnosti;6.66;17866;19055
2006;2007;4;pøepoètenı;200;Doprava a skladování;6.43;20621;21947
2006;2007;3;pøepoètenı;200;Tìba a dobıvání;6.51;22104;23544
2006;2007;3;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;9.99;23864;26247
2006;2007;2;pøepoètenı;200;Ubytování, stravování a pohostinství;6.88;11520;12312
2006;2007;2;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;6.64;16803;17919
2006;2007;2;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";10.31;17690;19513
2006;2007;1;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;10.29;12894;14221
2006;2007;1;pøepoètenı;200;Administrativní a podpùrné èinnosti;6.24;13546;14391
2006;2007;1;pøepoètenı;200;Zpracovatelskı prùmysl;7.83;17237;18586
2006;2007;4;pøepoètenı;200;Èinnosti v oblasti nemovitostí;4.97;21468;22534
2006;2007;4;pøepoètenı;200;Informaèní a komunikaèní èinnosti;3.90;38033;39515
2006;2007;3;pøepoètenı;200;Stavebnictví;4.69;18257;19113
2006;2007;3;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";7.74;22946;24723
2006;2007;3;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;7.50;27412;29468
2006;2007;3;pøepoètenı;200;Zdravotní a sociální péèe;5.88;19271;20404
2006;2007;2;pøepoètenı;200;Penìnictví a pojišovnictví;9.45;38758;42422
2006;2007;1;pøepoètenı;200;Vzdìlávání;6.29;18177;19320
2006;2007;1;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";5.32;17219;18135
2006;2007;4;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;11.22;16625;18490
2006;2007;4;pøepoètenı;200;Administrativní a podpùrné èinnosti;3.91;15723;16338
2006;2007;4;pøepoètenı;200;Zpracovatelskı prùmysl;7.01;19923;21319
2006;2007;3;pøepoètenı;200;Ostatní èinnosti;8.09;16178;17487
2006;2007;3;pøepoètenı;200;Doprava a skladování;7.05;19270;20629
2007;2008;2;pøepoètenı;200;Stavebnictví;8.81;18705;20353
2007;2008;2;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";3.25;24691;25493
2007;2008;2;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;10.92;30089;33376
2007;2008;2;pøepoètenı;200;Zdravotní a sociální péèe;3.89;19921;20695
2007;2008;1;pøepoètenı;200;Penìnictví a pojišovnictví;13.57;47600;54059
2007;2008;4;pøepoètenı;200;Ubytování, stravování a pohostinství;-0.94;13001;12879
2007;2008;4;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;5.44;19233;20280
2007;2008;4;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";5.16;21548;22659
2007;2008;3;pøepoètenı;200;Zpracovatelskı prùmysl;7.64;19638;21138
2007;2008;3;pøepoètenı;200;Èinnosti v oblasti nemovitostí;2.67;20027;20561
2007;2008;3;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254
2007;2008;3;pøepoètenı;200;Administrativní a podpùrné èinnosti;2.69;15179;15588
2007;2008;2;pøepoètenı;200;Ostatní èinnosti;1.26;17414;17634
2007;2008;2;pøepoètenı;200;Doprava a skladování;7.93;20699;22341
2007;2008;1;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;15.05;24666;28378
2007;2008;1;pøepoètenı;200;Tìba a dobıvání;16.13;23225;26971
2007;2008;4;pøepoètenı;200;Penìnictví a pojišovnictví;10.13;40634;44752
2007;2008;3;pøepoètenı;200;Vzdìlávání;3.28;20937;21623
2007;2008;3;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";8.03;19104;20638
2007;2008;2;pøepoètenı;200;Informaèní a komunikaèní èinnosti;7.49;37159;39941
2007;2008;1;pøepoètenı;200;Stavebnictví;11.84;17459;19526
2007;2008;1;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";3.05;23619;24339
2007;2008;1;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;23.56;28907;35717
2007;2008;1;pøepoètenı;200;Zdravotní a sociální péèe;5.35;18994;20011
2007;2008;4;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;11.87;30211;33796
2007;2008;4;pøepoètenı;200;Tìba a dobıvání;16.64;30309;35352
2007;2008;3;pøepoètenı;200;Ubytování, stravování a pohostinství;-0.43;12541;12487
2007;2008;3;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;4.64;17623;18441
2007;2008;3;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";7.08;19693;21088
2007;2008;2;pøepoètenı;200;Zpracovatelskı prùmysl;9.45;19827;21700
2007;2008;2;pøepoètenı;200;Èinnosti v oblasti nemovitostí;0.47;20362;20458
2007;2008;2;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044
2007;2008;2;pøepoètenı;200;Administrativní a podpùrné èinnosti;1.64;15034;15280
2007;2008;1;pøepoètenı;200;Ostatní èinnosti;6.72;16452;17557
2007;2008;1;pøepoètenı;200;Doprava a skladování;7.49;19339;20788
2007;2008;4;pøepoètenı;200;Stavebnictví;10.11;20795;22897
2007;2008;4;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";7.98;27115;29278
2007;2008;4;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;9.37;36070;39450
2007;2008;4;pøepoètenı;200;Zdravotní a sociální péèe;6.98;21344;22833
2007;2008;3;pøepoètenı;200;Penìnictví a pojišovnictví;7.61;38832;41788
2007;2008;2;pøepoètenı;200;Vzdìlávání;3.21;20842;21512
2007;2008;2;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";8.48;19635;21300
2007;2008;1;pøepoètenı;200;Informaèní a komunikaèní èinnosti;11.66;37536;41913
2007;2008;4;pøepoètenı;200;Ostatní èinnosti;0.45;19055;19140
2007;2008;4;pøepoètenı;200;Doprava a skladování;9.22;21947;23971
2007;2008;3;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;10.74;26247;29065
2007;2008;3;pøepoètenı;200;Tìba a dobıvání;10.27;23544;25961
2007;2008;2;pøepoètenı;200;Ubytování, stravování a pohostinství;1.52;12312;12499
2007;2008;2;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;3.67;17919;18577
2007;2008;2;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";8.31;19513;21135
2007;2008;1;pøepoètenı;200;Zpracovatelskı prùmysl;12.12;18586;20838
2007;2008;1;pøepoètenı;200;Èinnosti v oblasti nemovitostí;-0.44;19909;19822
2007;2008;1;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100
2007;2008;1;pøepoètenı;200;Administrativní a podpùrné èinnosti;4.83;14391;15086
2007;2008;4;pøepoètenı;200;Informaèní a komunikaèní èinnosti;11.84;39515;44195
2007;2008;3;pøepoètenı;200;Stavebnictví;9.70;19113;20967
2007;2008;3;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";3.93;24723;25695
2007;2008;3;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;12.43;29468;33130
2007;2008;3;pøepoètenı;200;Zdravotní a sociální péèe;3.67;20404;21153
2007;2008;2;pøepoètenı;200;Penìnictví a pojišovnictví;-0.80;42422;42082
2007;2008;1;pøepoètenı;200;Vzdìlávání;3.30;19320;19958
2007;2008;1;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";11.50;18135;20220
2007;2008;4;pøepoètenı;200;Zpracovatelskı prùmysl;6.03;21319;22605
2007;2008;4;pøepoètenı;200;Èinnosti v oblasti nemovitostí;-0.95;22534;22320
2007;2008;4;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657
2007;2008;4;pøepoètenı;200;Administrativní a podpùrné èinnosti;-1.13;16338;16154
2007;2008;3;pøepoètenı;200;Ostatní èinnosti;0.82;17487;17631
2007;2008;3;pøepoètenı;200;Doprava a skladování;8.56;20629;22395
2007;2008;2;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;12.24;26422;29656
2007;2008;2;pøepoètenı;200;Tìba a dobıvání;11.41;25855;28806
2007;2008;1;pøepoètenı;200;Ubytování, stravování a pohostinství;3.27;11640;12021
2007;2008;1;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;6.11;16838;17866
2007;2008;1;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";10.74;18463;20446
2007;2008;4;pøepoètenı;200;Vzdìlávání;6.14;23892;25360
2007;2008;4;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";7.18;22099;23686
2007;2008;3;pøepoètenı;200;Informaèní a komunikaèní èinnosti;7.06;38390;41100
2008;2009;2;pøepoètenı;200;Ostatní èinnosti;3.78;17634;18301
2008;2009;2;pøepoètenı;200;Doprava a skladování;3.01;22341;23014
2008;2009;1;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;11.86;28378;31745
2008;2009;1;pøepoètenı;200;Tìba a dobıvání;-5.73;26971;25425
2008;2009;4;pøepoètenı;200;Penìnictví a pojišovnictví;5.16;44752;47063
2008;2009;3;pøepoètenı;200;Vzdìlávání;6.40;21623;23006
2008;2009;3;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";3.40;20638;21340
2008;2009;2;pøepoètenı;200;Informaèní a komunikaèní èinnosti;3.58;39941;41369
2008;2009;1;pøepoètenı;200;Stavebnictví;2.40;19526;19995
2008;2009;1;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";3.70;24339;25240
2008;2009;1;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;10.30;35717;39397
2008;2009;1;pøepoètenı;200;Zdravotní a sociální péèe;6.43;20011;21297
2008;2009;4;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;4.92;33796;35459
2008;2009;4;pøepoètenı;200;Tìba a dobıvání;-0.98;35352;35004
2008;2009;3;pøepoètenı;200;Ubytování, stravování a pohostinství;-1.15;12487;12343
2008;2009;3;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;4.85;18441;19335
2008;2009;3;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";1.22;21088;21345
2008;2009;2;pøepoètenı;200;Zpracovatelskı prùmysl;0.18;21700;21740
2008;2009;2;pøepoètenı;200;Èinnosti v oblasti nemovitostí;-1.20;20458;20213
2008;2009;2;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;0.47;17044;17124
2008;2009;2;pøepoètenı;200;Administrativní a podpùrné èinnosti;2.11;15280;15603
2008;2009;1;pøepoètenı;200;Ostatní èinnosti;-1.55;17557;17285
2008;2009;1;pøepoètenı;200;Doprava a skladování;5.05;20788;21837
2008;2009;4;pøepoètenı;200;Stavebnictví;7.34;22897;24577
2008;2009;4;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";1.81;29278;29808
2008;2009;4;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;16.49;39450;45957
2008;2009;4;pøepoètenı;200;Zdravotní a sociální péèe;10.77;22833;25292
2008;2009;3;pøepoètenı;200;Penìnictví a pojišovnictví;1.51;41788;42420
2008;2009;2;pøepoètenı;200;Vzdìlávání;5.43;21512;22680
2008;2009;2;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";2.32;21300;21795
2008;2009;1;pøepoètenı;200;Informaèní a komunikaèní èinnosti;3.76;41913;43490
2008;2009;4;pøepoètenı;200;Ostatní èinnosti;1.94;19140;19511
2008;2009;4;pøepoètenı;200;Doprava a skladování;0.13;23971;24002
2008;2009;3;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;3.57;29065;30103
2008;2009;3;pøepoètenı;200;Tìba a dobıvání;1.08;25961;26241
2008;2009;2;pøepoètenı;200;Ubytování, stravování a pohostinství;-0.86;12499;12392
2008;2009;2;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;3.85;18577;19292
2008;2009;2;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";-1.30;21135;20860
2008;2009;1;pøepoètenı;200;Zpracovatelskı prùmysl;-1.08;20838;20613
2008;2009;1;pøepoètenı;200;Èinnosti v oblasti nemovitostí;-3.47;19822;19135
2008;2009;1;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833
2008;2009;1;pøepoètenı;200;Administrativní a podpùrné èinnosti;2.29;15086;15431
2008;2009;4;pøepoètenı;200;Informaèní a komunikaèní èinnosti;3.01;44195;45524
2008;2009;3;pøepoètenı;200;Stavebnictví;4.29;20967;21867
2008;2009;3;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";4.24;25695;26785
2008;2009;3;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;11.24;33130;36853
2008;2009;3;pøepoètenı;200;Zdravotní a sociální péèe;8.91;21153;23038
2008;2009;2;pøepoètenı;200;Penìnictví a pojišovnictví;1.70;42082;42798
2008;2009;1;pøepoètenı;200;Vzdìlávání;4.60;19958;20877
2008;2009;1;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";0.28;20220;20277
2008;2009;4;pøepoètenı;200;Zpracovatelskı prùmysl;4.89;22605;23711
2008;2009;4;pøepoètenı;200;Èinnosti v oblasti nemovitostí;3.51;22320;23103
2008;2009;4;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;-2.12;19657;19241
2008;2009;4;pøepoètenı;200;Administrativní a podpùrné èinnosti;3.60;16154;16736
2008;2009;3;pøepoètenı;200;Ostatní èinnosti;3.34;17631;18219
2008;2009;3;pøepoètenı;200;Doprava a skladování;3.53;22395;23185
2008;2009;2;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;0.68;29656;29858
2008;2009;2;pøepoètenı;200;Tìba a dobıvání;-7.06;28806;26772
2008;2009;1;pøepoètenı;200;Ubytování, stravování a pohostinství;-1.76;12021;11809
2008;2009;1;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;-0.77;17866;17729
2008;2009;1;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";0.16;20446;20479
2008;2009;4;pøepoètenı;200;Vzdìlávání;6.87;25360;27101
2008;2009;4;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";4.73;23686;24806
2008;2009;3;pøepoètenı;200;Informaèní a komunikaèní èinnosti;2.06;41100;41947
2008;2009;2;pøepoètenı;200;Stavebnictví;6.35;20353;21646
2008;2009;2;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";3.19;25493;26305
2008;2009;2;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;6.64;33376;35592
2008;2009;2;pøepoètenı;200;Zdravotní a sociální péèe;8.47;20695;22447
2008;2009;1;pøepoètenı;200;Penìnictví a pojišovnictví;-3.57;54059;52131
2008;2009;4;pøepoètenı;200;Ubytování, stravování a pohostinství;-0.69;12879;12790
2008;2009;4;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;5.72;20280;21441
2008;2009;4;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";0.50;22659;22773
2008;2009;3;pøepoètenı;200;Zpracovatelskı prùmysl;3.74;21138;21929
2008;2009;3;pøepoètenı;200;Èinnosti v oblasti nemovitostí;-0.91;20561;20373
2008;2009;3;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;0.69;18254;18380
2008;2009;3;pøepoètenı;200;Administrativní a podpùrné èinnosti;2.08;15588;15913
2009;2010;2;pøepoètenı;200;Informaèní a komunikaèní èinnosti;2.80;41369;42527
2009;2010;1;pøepoètenı;200;Stavebnictví;-0.68;19995;19860
2009;2010;1;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";3.03;25240;26005
2009;2010;1;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;3.41;39397;40742
2009;2010;1;pøepoètenı;200;Zdravotní a sociální péèe;6.26;21297;22631
2009;2010;4;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;-1.53;35459;34918
2009;2010;4;pøepoètenı;200;Tìba a dobıvání;3.81;35004;36337
2009;2010;3;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;1.00;19335;19528
2009;2010;3;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";2.83;21345;21949
2009;2010;2;pøepoètenı;200;Zpracovatelskı prùmysl;4.66;21740;22753
2009;2010;2;pøepoètenı;200;Èinnosti v oblasti nemovitostí;4.47;20213;21116
2009;2010;2;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;3.65;17124;17749
2009;2010;2;pøepoètenı;200;Administrativní a podpùrné èinnosti;0.51;15603;15682
2009;2010;1;pøepoètenı;200;Ostatní èinnosti;0.77;17285;17418
2009;2010;1;pøepoètenı;200;Doprava a skladování;1.08;21837;22073
2009;2010;4;pøepoètenı;200;Stavebnictví;0.16;24577;24617
2009;2010;4;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";-3.60;29808;28734
2009;2010;4;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;-1.53;45957;45254
2009;2010;4;pøepoètenı;200;Zdravotní a sociální péèe;-1.69;25292;24865
2009;2010;3;pøepoètenı;200;Ubytování, stravování a pohostinství;7.80;12343;13306
2009;2010;3;pøepoètenı;200;Penìnictví a pojišovnictví;2.37;42420;43424
2009;2010;2;pøepoètenı;200;Vzdìlávání;-0.10;22680;22658
2009;2010;2;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";3.44;21795;22544
2009;2010;1;pøepoètenı;200;Informaèní a komunikaèní èinnosti;-0.55;43490;43250
2009;2010;4;pøepoètenı;200;Ostatní èinnosti;0.06;19511;19522
2009;2010;4;pøepoètenı;200;Doprava a skladování;-0.35;24002;23918
2009;2010;3;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;6.10;30103;31939
2009;2010;3;pøepoètenı;200;Tìba a dobıvání;4.43;26241;27403
2009;2010;2;pøepoètenı;200;Ubytování, stravování a pohostinství;4.45;12392;12943
2009;2010;2;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;1.88;19292;19655
2009;2010;2;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";3.77;20860;21647
2009;2010;1;pøepoètenı;200;Zpracovatelskı prùmysl;5.57;20613;21762
2009;2010;1;pøepoètenı;200;Èinnosti v oblasti nemovitostí;5.92;19135;20268
2009;2010;1;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;2.89;15833;16291
2009;2010;1;pøepoètenı;200;Administrativní a podpùrné èinnosti;-0.07;15431;15420
2009;2010;4;pøepoètenı;200;Informaèní a komunikaèní èinnosti;0.37;45524;45694
2009;2010;3;pøepoètenı;200;Stavebnictví;2.48;21867;22409
2009;2010;3;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";-1.54;26785;26373
2009;2010;3;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;1.54;36853;37421
2009;2010;3;pøepoètenı;200;Zdravotní a sociální péèe;2.29;23038;23566
2009;2010;2;pøepoètenı;200;Penìnictví a pojišovnictví;5.45;42798;45129
2009;2010;1;pøepoètenı;200;Vzdìlávání;2.73;20877;21446
2009;2010;1;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";6.57;20277;21610
2009;2010;4;pøepoètenı;200;Zpracovatelskı prùmysl;4.13;23711;24691
2009;2010;4;pøepoètenı;200;Èinnosti v oblasti nemovitostí;-0.58;23103;22968
2009;2010;4;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;7.57;19241;20697
2009;2010;4;pøepoètenı;200;Administrativní a podpùrné èinnosti;0.59;16736;16834
2009;2010;3;pøepoètenı;200;Ostatní èinnosti;0.62;18219;18332
2009;2010;3;pøepoètenı;200;Doprava a skladování;0.34;23185;23263
2009;2010;2;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;2.28;29858;30539
2009;2010;2;pøepoètenı;200;Tìba a dobıvání;13.29;26772;30331
2009;2010;1;pøepoètenı;200;Ubytování, stravování a pohostinství;6.61;11809;12590
2009;2010;1;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;7.54;17729;19066
2009;2010;1;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";2.48;20479;20986
2009;2010;4;pøepoètenı;200;Vzdìlávání;-5.88;27101;25507
2009;2010;4;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";5.16;24806;26085
2009;2010;3;pøepoètenı;200;Informaèní a komunikaèní èinnosti;4.15;41947;43688
2009;2010;2;pøepoètenı;200;Stavebnictví;2.42;21646;22170
2009;2010;2;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";1.36;26305;26662
2009;2010;2;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;6.11;35592;37766
2009;2010;2;pøepoètenı;200;Zdravotní a sociální péèe;3.80;22447;23301
2009;2010;1;pøepoètenı;200;Penìnictví a pojišovnictví;-1.37;52131;51418
2009;2010;4;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;-1.64;21441;21089
2009;2010;4;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";3.46;22773;23561
2009;2010;3;pøepoètenı;200;Zpracovatelskı prùmysl;3.42;21929;22678
2009;2010;3;pøepoètenı;200;Èinnosti v oblasti nemovitostí;3.14;20373;21012
2009;2010;3;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;3.68;18380;19056
2009;2010;3;pøepoètenı;200;Administrativní a podpùrné èinnosti;-0.49;15913;15835
2009;2010;2;pøepoètenı;200;Ostatní èinnosti;-0.95;18301;18128
2009;2010;2;pøepoètenı;200;Doprava a skladování;-0.08;23014;22996
2009;2010;1;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;-8.61;31745;29011
2009;2010;1;pøepoètenı;200;Tìba a dobıvání;6.36;25425;27042
2009;2010;4;pøepoètenı;200;Ubytování, stravování a pohostinství;9.32;12790;13982
2009;2010;4;pøepoètenı;200;Penìnictví a pojišovnictví;-4.84;47063;44785
2009;2010;3;pøepoètenı;200;Vzdìlávání;-2.28;23006;22481
2009;2010;3;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";2.84;21340;21947
2010;2011;2;pøepoètenı;200;Zpracovatelskı prùmysl;4.51;22753;23779
2010;2011;2;pøepoètenı;200;Èinnosti v oblasti nemovitostí;4.28;21116;22020
2010;2011;2;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;1.82;17749;18072
2010;2011;2;pøepoètenı;200;Administrativní a podpùrné èinnosti;4.02;15682;16313
2010;2011;1;pøepoètenı;200;Ostatní èinnosti;6.51;17418;18552
2010;2011;1;pøepoètenı;200;Doprava a skladování;1.06;22073;22307
2010;2011;4;pøepoètenı;200;Zdravotní a sociální péèe;5.81;24865;26310
2010;2011;4;pøepoètenı;200;Stavebnictví;1.47;24617;24980
2010;2011;4;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";-1.50;28734;28304
2010;2011;4;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;-3.07;45254;43863
2010;2011;3;pøepoètenı;200;Ubytování, stravování a pohostinství;-0.44;13306;13247
2010;2011;3;pøepoètenı;200;Penìnictví a pojišovnictví;2.77;43424;44626
2010;2011;2;pøepoètenı;200;Vzdìlávání;2.10;22658;23133
2010;2011;2;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";1.44;22544;22868
